text_processed,sentiment,label,score,text_length,word_count
ga butuh bantuan asing untuk saudara di sumatera yang kena bencana tapi malah hambur in duit t buat ikut klubnya trump kan jadinya siapa tuh yang aseng,Negatif,0,-3,158,27
gak sadar anteknya ada lingkarannya sendiri,Netral,1,0,44,6
menurut keyakinan saya saat itu mungkin gibran lagi ngantuk,Netral,1,0,69,11
yang antek asing adalah yang menjadi backing tka china dan melindungi penjarahan kekayaan alam indonesia di morowali dll,Negatif,0,-3,121,18
benar sekali mulyono kah itu,Negatif,0,-1,32,6
ada aja gebrakan konyol wowo dan kabinetnya,Negatif,0,-1,43,7
coba bahas dong tentang propaganda asing kalau emang kalian berkepentingan utk utuh dan baiknya kehidupan bangsa ini,Negatif,0,-2,119,17
rakyat bersuara kritis karna pemerintah dpr dn oknum jendral tni polisi dn pr pensiunan jendral korup garong kekayaan alam keadilan tdk ada rakyat di miskinkan di bodoh kan terus musuh rakyat pemerintah sendiri bukan aseng,Netral,1,0,227,27
teriak teriak asing aseng harusnya sadar musuh kita adalah pejabat pejabat institusi negara kita sendiri yg banyak korupsi menyalah gunakan wewenang suap menyuap dan kinerja tdk benar,Negatif,0,-3,192,25
kabinet belanga kosong pretttttt,Negatif,0,-1,41,4
sekali kalian bahas infrastruktur hancur di daerah yang terdampak program populis prabowo,Negatif,0,-1,91,12
fufufafa ngertinya mainan,Netral,1,0,25,3
ancaman bukan dari antek asing tapi dari bangsa sendiri krn ulah rezim pejabat politikus sendiri,Negatif,0,-3,101,16
antek asing sering di jadikan penyebab masalah di dlm negeri tp suka banget berkunjung ke negara antek asing,Negatif,0,-4,110,18
bahkan bergabung dgn trumph somplak tenan,Netral,1,0,42,6
dia tau caranya sama spt kasus presiden pks lutfi hasan kasus impor daging sapi yg mengatakan ulah yahudi padahal terbukti dia yg korupsi ciptakan musuh bersama utk mengaburkan dan anehnya warga konoha percaya,Negatif,0,-4,225,38
cie cie sebagai antek soros ketar ketir dia,Negatif,0,-2,55,8
bilang antek asing tapi selalu datang ke negara asing memang orang munafik,Negatif,0,-2,75,11
orde paling baru,Negatif,0,-1,16,3
padahal dia yang antek asing halan terussss,Negatif,0,-1,46,6
orde baru gaya baru,Negatif,0,-1,19,4
ujung nya menyalahkan rakyat juga contoh bahlil masalah listrik di daerah bencana lapor ke presiden propaganda bukan uu banyak tapi tidak dilaksanakan,Negatif,0,-2,157,21
ini sama dengan narasi subversi jaman orba,Negatif,0,-1,44,8
halah antek asing lah dia halan ke ln melulu presiden dg kunjungan ln terbanyak padahal br th di dlm negeri msh berantakan memperkenalkan prabowonomics yg blum teruji keberjasilannya dlm mensejahterakan rakyat welcome pma beh,Negatif,0,-2,236,35
bukannya dia baru gabung kubu antek asing board of peace,Negatif,0,-1,59,10
anak presiden prabowo hidup lama dan sekolah di eropa pulang ke indonesia kala bapak nya jadi presiden,Negatif,0,-1,105,18
yang berasa di youtube buzzer jiran sih,Negatif,0,-1,39,7
dikit dikit tuduh antek eh ternyata antek trump,Negatif,0,-3,49,7
wkwkwk propaganda asing kok gak sadar selama ini sudah banya propaganda asing dg topeng surga dan neraka haram dan halal yaitu agama dari asing wkwkwkwk,Negatif,0,-4,187,26
antek asing ada di sekitar prabowo sendiri,Negatif,0,-2,42,7
si radikal,Netral,1,0,11,2
semoga pak probowo dilindungi allah swt,Positif,2,1,39,6
wkwkkwkw dia mah udah banyak duit gausah lu pikirin lu yg susah pikirin aja diri sendiri anggaran aja dipake serampangan bukan buat kesehahteraan rakyat,Netral,1,0,154,24
media jembut,Netral,1,0,16,3
antek asing dan propaganda asing itu nyata salah satu contohnya adalah antek george soros,Negatif,0,-8,94,15
prabowo anteknya trump dia ngemis mau ketemu anaknya trump,Negatif,0,-3,60,9
mb cici koq tiba udah langsing ajah nih,Netral,1,0,40,8
selalu ada cara untuk mempertahankan kekuasaannya,Netral,1,0,49,6
bahas kepala daerah dipilih dpr nextnya,Netral,1,0,39,6
negara makin rusak wok,Netral,1,0,22,4
pertama ancaman asing itu memang ada kedua perlu bukti apabila ancaman asing itu memang ada jangan sampai kayak iran dan negara negara serupa lainnya yg memanfaatkan pihak asing sebagai kambing hitam atas ketidakmampuan mereka mengurus negara padahal di dalam negara mereka banyak kasus yg perlu dibenahi yg merugikan negara mulai dari korupsi pemberdayaan ekonomi yg tidak jalan sistem pendidikan yg tidak benar penempatan tenaga ahli yg tidak benar misalnya menteri pendidikan bukan dari kalangan ahli pendidikan tapi dari diisi orang orang berdasarkan politik balas budi dsb sekali lagi antek asing memang kemungkinan ada tapi sejauh mana antek asing mempengaruhi perkembangan atau kemajuan negara kalau memang ada bukti ya tangkap saja jangan cuma omon omon asal buktinya kuat,Negatif,0,-13,798,114
parah negeri tambah kacau dipegang sm pemimpin yg anti kritik,Negatif,0,-3,65,10
trmksh ats pencerahannya,Netral,1,0,24,3
yang buat negara ga maju itu bukan propaganda asing tapi pejabat yang korup bukan ditanggulangi dgn baik malah diberi potong tahanan contoh negara yang membenahi dgn baik sudah ada cina dgn hukuman mati bagi pejabat koruptor itu kalo bener mau negara ini maju bukan cuma omon dan malah nyalahin propaganda negara lain,Negatif,0,-3,326,52
ini arahx spt tirani tanpa disadari propaganda simon si omon mulai bersemi awalx memperkuat militer skaligus loyalitas mreka pd dirix simon berlanjut melumpuhkan polisi dgn menyandera kepalax kejaksaan pun dicengkramx slanjutx menumbuhkan kebencian kepihak asing kpd rakyat sementara disatu sisi simon berlenggang pinggang dipanggung internasional dgn lobi tuk mencitrakan dirix laikx seorg flamboyan,Negatif,0,-4,417,51
antek asing itu adalah sekelompok warga negara sipit yg menguasai hampir seluruh sumber sda di negara kepulauan ini wei,Negatif,0,-2,122,20
sepuh selalu pikun,Negatif,0,-1,20,4
teriak antek asing tapi justru join board of peace nya trump mana joinnya mbayar lagi wkwkw kocak,Negatif,0,-3,102,18
beneran fasis nih jendmon kenapa krn org yg memilih itu terpaksa jd jendmon insecure sendiri pdhal dia sendiri si antek asing buktinya nyata,Negatif,0,-2,150,25
kok teringat mantan mertua nya suharto yg berbeda atau kritik suharto dilabel pki,Negatif,0,-2,88,13
pak prabowo hanya php pada rakyat hanya omon omon kalau serius memberantas antek asing itu sangat mudah geng solo adalah markas antek asing,Negatif,0,-7,144,22
k pop propaganda jg,Negatif,0,-1,19,3
halo antek antek asing,Negatif,0,-2,28,4
buzzer harusnya yg di take down karena memecah belah dan memprovokasi,Negatif,0,-1,70,11
yang buat propaganda ya si wowo sendiri,Negatif,0,-2,40,7
di negeri ini musuh sudah ditetapkan amerika serikat dan antek asing mereka jawaban instan atas kemiskinan hukum yang dijual dan aparat pemalak segala kebusukan lokal dibungkus rapi lalu dilempar jauh ke luar negeri musuh jauh diramaikan penindas dekat disucikan yang lantang mengutuk justru paling alergi diaudit yang berteriak kedaulatan paling takut transparansi label antek ditempel pada siapa pun yang bertanya terlalu dekat rakyat diarahkan membenci bayangan agar lupa pada tangan yang menekan leher kebencian dikelola agar kekuasaan aman dari pertanggungjawaban akhirnya musuh bukan ditentukan oleh siapa yang menyakiti rakyat melainkan oleh siapa yang paling aman untuk dibenci,Negatif,0,-5,705,97
percuma selama abdi negara hanya memikirkan diri sendiri dan keluarga apalagi etika dan moralitas yang sudah sampai ketahap menjadi keluarga yang ber dna penghianat jika khianat dianggap hal biasa maka bangsa tersebut sudah diambang kehancuran negara di gadaikan hanya demi mempertahan kekuasaan dan memelihara relawan dan memenjarakan yang bersebrangan,Netral,1,0,380,49
jaman hitler tidak ada social media propagandanya dilakukan lewat radio pamflet spanduk dan selebaran yang dibagi bagikan ke tiap orang se simpel itu,Netral,1,0,154,21
musuh bersama utama bangsa indonesia adalah korupsi bukan antek asing,Negatif,0,-4,74,11
oi aseng itu tdk akuntable y otomatis korup,Negatif,0,-2,47,9
otoriter baru telah lahir,Negatif,0,-1,25,4
antek asing itu yg sering ngomong yess sier yessss siiieerr,Negatif,0,-2,68,12
saat framing antek asing diputar berulang sampe kusut buat menutupi apa yg seharusnya dibenahi,Negatif,0,-2,100,16
sebagai komando jadi antek asing bukankah presiden ke karena sejak jokowi jadi presiden semua proyek dan tambang semua berhubungan dengan china bahkan tambang nikel negara sampai malah rugi kata faisal basri bukankah itu sangat biadab pak prabowo kami anggap hanya omon omon kalau pak prabowo serius memberantas antek asing itu sangat mudah karena beliau orang yg berkuasa saat tapi mengapa sebagai presiden pak prabowo kok tak punya nyali di geng solo padahal mereka itulah antek asing yang sebenarnya,Negatif,0,-10,524,81
padahal dia sendiri antek asing,Negatif,0,-2,33,6
negara mna yg ingin indonesia maju sya kira ngk ada,Positif,2,1,51,10
ps tdk pernah berkunjung rutin ke daerah propinsi di indonesia,Netral,1,0,63,9
jualan ketakutan ke rakyat,Netral,1,0,31,5
salah satunya majalah tempe titipan jorge soros amerika israel,Negatif,0,-4,71,11
akun fufufafa sampe sekarang masih abu abu itu akun milik siapa apa harus nunggu lengser si pemilik akun fufufafa bakso baksoo,Netral,1,0,150,20
antek antek asing adalah propaganda mengibuli rakyat terus menerus spy jgn kritik doraomon,Negatif,0,-5,90,13
keukeuh antek asing kayak bapak bapak dari pedalaman yang gampang kemakan konspirasi giliran ada case kayak pt imip lu pada diem seribu kata kalo ga ada niat jahat nya disitu berarti pengecut clear kan jan banyak bacot kerja aja yang bener progress hanya terjadi ketika dikerjakan dengan benar,Negatif,0,-1,301,48
si omon omon,Negatif,0,-2,15,3
padahal yg kelakuannya antek asing dia sendiri lol,Negatif,0,-2,53,8
ga apa apa menjadi antek asing dengan influence barat untuk menyuarakan demokrasi yang lebih baik dari pada berlindung pada propaganda nasionalisme busuk yang sarat dengan militeristik korup dengan kembali menyusupkan glorifikasu orba pada politik hari ini,Negatif,0,-2,261,36
setuju biar berita itu isinya fakta semua bukan cuma gorengan isu doang,Netral,1,0,73,12
jelas sudah prabowo menjalankan pemerintahan rasa orba seperti suharto dulu anggaran negara digunakan ugal an dan pembukaman sana sini,Netral,1,0,136,18
orba pun sungkem malah terkesan seperti nubi kalau di bandingkan,Negatif,0,-1,65,9
gw bilang mah koruptor dan antek koruptor di pemerintahan lebih bahaya dr antek asing,Negatif,0,-6,90,14
setuju dan yg juga sangat berbahaya adalah ijazah palsu,Netral,1,0,58,10
antek asing cara antek asbun membuat musuh bersama maksud judulnya ini ya,Negatif,0,-4,77,11
antek asing antek aseng tapi saat kabur ke antek asing juga hutang ke antek asing juga cari investor dari antek asing aseng juga bearti manusia munafik dong padahal antek dalam selimut sendiri paling berbahaya,Negatif,0,-14,210,30
antek asing nasionalisme sempit dari orang berotak kerdil musuh bersama itu korup kemiskinan dan kebodohan salah satunya contoh musuh bersama wapres dung u,Negatif,0,-5,161,22
antek asing tapi jalan jalan ke asing terus hadeeeh,Negatif,0,-3,56,9
negara kok dikelola dengan drama sibling rivalry president vs antek asing,Negatif,0,-2,75,11
antek asing kemarin vat mau aja wkwkw,Negatif,0,-2,42,8
antek asing antek sendiri,Negatif,0,-3,26,4
benci sm antek asing tp welcome sm bandar judol asing yg sdh menipu rakyat nya aneh anti asing tp butuh setoran dari bandar judol asing,Negatif,0,-7,138,26
selamat menikmati di erah nya si wowo,Netral,1,0,38,7
di ketiak asing kali,Negatif,0,-1,23,4
mengarah new orba,Negatif,0,-1,17,3
koruptor pedagang pasal dan penipu seluruh rakyat indo apa antek wowo,Negatif,0,-3,71,11
dg bapak yg menjadikan pki sbg musuh bersama,Negatif,0,-2,53,11
antek asing musuh terbesar adalah orang yang terdekatnya pak wowo sendiri,Negatif,0,-4,73,11
kenapa tempo diam dikasus ijazah palsu jokowi gibran,Netral,1,0,64,8
kata antek asing adalah mereka yang mengkritisi kebijakan yang merugikan rakyat tapi menguntungkan para pejabat,Negatif,0,-2,113,15
mas husain suaranya mirip pak jokowi sorry to say,Netral,1,0,53,10
kritik malah dikatain antek asing padahal dia dan kabinet nya yg gak becus kerja,Negatif,0,-2,82,14
coba donkk kalo bukan antek asing mau donk bahas prabowo yg baru aja merapat ke donald trump di board of peace disaat dunia memusuhi amerika kalo berani bahas berarti tempo mantap kalo nda waduh sy jd ragu deh,Negatif,0,-5,223,39
ini strategi primitif yg sudah ketinggalan jaman bagi rakyat yg punya kecerdasan standar makanya kunci keberhasilannya adalah kebodohan masal mayoritas rakyat atau paling tdk mayoritas rakyat yg punya hak pilih seperti yg terjadi di amerika serikat sejak era trump siapa saja yg sebenarnya antek asing tentu sangat mudah dilihat dan dinilai sendiri,Negatif,0,-4,352,53
setuju dengan uu itu ga ngaruh sih sama pekerjaan gw setuju secepatnya di smapaikan ke dpr dan dibahas ribut terus medsos qt sampah,Positif,2,2,147,23
yang ditunggu tiap minggu sayangnya karena rakyat makin terpuruk yang aware hanya bisa geleng kepala,Netral,1,0,102,15
emang dia ini selalu bikin gaduh dan mwnyebar ketakutan contoh waktu kalah ada gerombolan yg rusuh mau ngomongin asing yg ngasih data pribadi rakyat indonesia siapa yg ngasih konsesi nikel dan logam tanah jarang ke amerika siapa kerjaan kok tukang cari kambing hitam dan rakus kekuasaan,Negatif,0,-2,299,50
it s all bout the money dum bi dam,Netral,1,0,39,8
yang antek asing siapa pening lah,Negatif,0,-2,34,6
padahal berutang ke luar negeri ini paling antek asing karena berutang sama aja menerima borgol dari asing lalu sukarela digembokkan ke tangan sendiri,Negatif,0,-3,151,23
antek lokal di kabinet saja ga mampu diatasi masih cerita antek asing kejauhan mimpinya,Negatif,0,-3,90,14
betuuuul,Netral,1,0,8,1
antek apa mungkin di kbbi disamakan artinya dengan komplotan atau bagaimana,Negatif,0,-1,76,11
propaganda antek asing prabowo tni sama persis dengan cuci otak antek asing ala suharto tni yang dimaksud sebagai antek asing itu bukanlah non wni tapi wni yang berani bicara atas segala macam perampokan uang rakyat dan pembantaian rakyat yang dilakukan oleh rezim suharto tni dulu dan sekarang sedang dilakukan oleh rezim prabowo tni prabowo tni sengaja mengkondisikan dan menghasut rakyat soal antek asing supaya bila sebentar lagi ada rakyat yang berani bicara melawan kebobrokan prabowo tni dan dihabisin oleh prabowo tni diharapkan sebagian rakyat yang sudah kena cuci otak tidak akan melawan rezim prabowo tni propaganda antek asing juga bertujuan untuk menciptakan semacam hantu pki ala tni menciptakan keresahan di tengah rakyat dan bila rakyat bingung mereka akan mudah ditipu diarahkan dan dimanipulasi oleh rezim prabowo tni,Negatif,0,-9,850,127
tapi minjam duit tdrus ke asing gila ga itu,Negatif,0,-1,51,10
kakek jadi presiden gini lah terjebak bayang masa lalu dan ambisi besar yg meledak di akhir senja,Netral,1,0,110,17
untungnya wowo memimpin saat kondisi carut marut masalah iran venezuela perlambatan ekonomi dunia kebayang saya kalo sudah adem ayem tiba muncul hueu hueu wah negara kita menjadi fasis tanpa kita sadari,Negatif,0,-4,220,30
nubuat dia indonesia hancur memang sengaja mau dia kabulkan dengan tangannya sendiri lihat aja tahun pemerintahannya dia ngapain aja banyak duit dihamburkan demi hal yang gak berguna dan malah menguntungkan negara lain daripada rakyatnya sendiri,Negatif,0,-1,258,37
antek antek asingnya sedang berkuasa,Negatif,0,-3,38,6
anteknya trump,Negatif,0,-2,17,3
asing dan antek asing mah simpel anda nurut mereka cukup indonesia ini antek alien karena koruptor nya gak pernah cukup kocak bahaya indonesia itu antek alien para pejabat yang pasti korup dan nepotisme ponakan prabowo ma keluarga jokowi udah dapet kursi dimana saja hari ini wkwkwkwkwkwkwkwkwkwk,Negatif,0,-8,303,47
tempo antek asing bukan,Negatif,0,-2,27,6
antek antek asing harus di singkirkan dari indonesia merdeka,Negatif,0,-2,63,10
kuman di seberang di palestina tampak kadrun di indonesia tiada tampak wowo jawab ini,Negatif,0,-1,88,14
kalo sdh tau ada manusia dan pejabat yg jadi antek asing maka bapak sebagai presiden harus melibas kapan,Negatif,0,-2,120,20
antek asing hanyalah musuh imajiner yg diciptakan olh org yg sdh kehabisan ide utk mengendalikan situasi,Negatif,0,-3,107,16
setuju bro dia ngomong gak berani keluarin data hasil riset,Positif,2,2,62,11
agen selatan selatan itu porosnya siapa,Netral,1,0,43,7
sudah paling benar semua di atur dan di buat uu karena kebebasan yg sebebas bebasnya hanya akan berujung anarki,Positif,2,1,114,19
anarki itu nongol kalo semua serba dilarang kocak kalo semua ga serba dilarang alasannya anarki apaan logika dibenerin cil,Netral,1,0,129,21
efisiensi anggaran gaya prabowo dgn terus membuka lembaga lembaga baru tanpa hasil mr omon omon,Negatif,0,-2,109,15
antek asing itu adalah sebuah doktrin terhadap masyarakat supaya mereka dilarang bicara globalisasi dilarang bersaing dengan luar negeri tapi harus terima kesempatan kerjanya dirampas asing dipaksa sok nazionalis tapi ternyata disuruh jilat jilat penguasa tapi pemerintah boleh seenaknya ngelonte jual diri melacurkan diri ke asing supaya mereka disuapin sama duit investasi dari asing yang nantinya bisa mereka korupsi,Negatif,0,-5,428,57
tujuannya jelas untuk mencegah pemakzulan oknum firaun besar mulut pura pura dibodohi menteri rakyat beserta legislatif pdip wajib mencegah kalau legislatif koalisi itu bukan lembaga legislatif di mata rakyat,Positif,2,1,212,28
anehnya israel juga masuk bentukan trump,Negatif,0,-2,42,6
saudi juga masuk qatar turki bahrain mesir maroko yordania pakistan,Netral,1,0,94,13
heeii amtech amtech asheeng,Netral,1,0,27,4
awas tempo media pertama yg di lebel antek asing wkwkwk,Negatif,0,-1,55,9
pr sid n ini kesannya sangat ketakutan sekali yaa jaman sby dan jokow i aman aj,Positif,2,1,83,14
takut antek asing tapi ke negeri asing x sebulan,Negatif,0,-4,49,9
pak wo rakyat tidak butuh lagi omon mu laksanakan aja janji waktu kampanye dulu pendidikan gratis s d kuliah angkutan umum gratis subsidi listrik sembako bbm murah dll itu aja ditepati pasti rakyat senang rakyat bawah sdh pada menjerit pakk,Negatif,0,-1,257,40
jokowi dan team solo adalah antek asing china rrc,Negatif,0,-4,51,9
saran buat om rikang kalau mau intro sapa sapa penonton youtube kasih salam yang beda tiap pekannya kayak pekan lalu hai warga warga paling bahagia di dunia semoga didenger sarannya sama om rikang makasih,Positif,2,2,217,34
wowo anti antek aseng tp seneng jd antek nya trumph,Negatif,0,-5,54,10
ini fakta tak terbantahkan,Netral,1,0,30,5
pak presiden program mbg bpk dibawah itu banyak diselewengkn lebih layak dikatakn sbg nasi kucing anak sekolah sering protes tapi panitia berdalih wong gratis kok gak disyukuri aja,Netral,1,0,194,29
woi itu dr pajak rakyat gratis endasmu,Netral,1,0,38,7
program penghasil kotoran terbanyak di dunia,Netral,1,0,44,6
oligarki pengusaha china adalah antek asing,Negatif,0,-4,47,7
antek asong donk,Negatif,0,-1,18,4
bener itu,Netral,1,0,12,3
prabowo paradox dia yang sering ke luar negeri malah menuduh orang lain antek asing,Negatif,0,-2,85,14
terakhir ini wisata genosida dukung one state solution,Netral,1,0,54,8
yang bahaya itu yang gak keluar negeri tapi jadi antek asing bikin propaganda,Negatif,0,-4,77,13
itu lain lagi bro bicaranya,Netral,1,0,46,6
sekarang era media sosial perang hybrid konflik geopolitik crypto drone rare earth perang tarih dan ngak paham dengan cara bermain politik tingkat tinggi kebangetan menggunakan media sosial sebagai alat propaganda baik dari dalam mau pun luar negeri ngak paham dengan hal itu kebangetan buang saja hape lo wajar presiden bilang gitu,Negatif,0,-6,354,52
coba donkk kalo bukan antek asing mau donk bahas prabowo yg baru aja merapat ke donald trump di board of peace disaat dunia memusuhi amerika kalo berani bahas berarti tempo mantap kalo nda waduh sy jd ragu deh,Negatif,0,-5,223,39
orang indo emang cepet lupa alias pikun tempo kan dulu salah satu buzzer media pinokio dan pdip partai utamanya kenapa tiba mereka jadi pembela rakyat,Negatif,0,-3,155,26
tempo yg sllu kritisi soalnya skrg rezimnya sungguh terlalu miris,Netral,1,0,66,10
ama mulyono aja bengek ko ngomong antek antek oseng,Negatif,0,-3,56,10
anak muda sekarang pilih bekerja di luar negri negara nya sendiri tidak bisa menjamin bisa mendapat pekerjaan lebih baik pendapatan nya untuk mencukupi kebutuan nya,Positif,2,1,165,25
antek asing itu adalah konglomerat yang berafiliasi kepada china rrc,Negatif,0,-3,69,10
bijitu kalo gue boss,Netral,1,0,22,4
paradoks antek asing,Negatif,0,-2,23,3
tolong fokus kerja untuk memperbaiki perekonomian masyarakat pak wowo semakin anda sering berpidato maka akan semakin sering muncul issue baru yg tidak penting hidup itu sederhana wiwi dan wowo lah yg membuatnya mahal inflasi tinggi kurs rupiah lemah harga sembako mahal harga bbm tinggi dll,Negatif,0,-1,303,45
cari kambing hitam asing tapi minta ketemu anak trump ga jelas lo presiden,Negatif,0,-1,76,13
asing asengg ngising oliegar kepala sawit long live lord lbp luluh bersama bencana perjuangan,Negatif,0,-1,115,16
prabowo macan ompong,Netral,1,0,20,3
perasaan ni perasaan ku yaa era prabowo kok malah tambah aneh ya dengan segala kebijakan nya baru kali ini punya rasa was dan prihatin dengan negara,Negatif,0,-1,162,26
fixed pemerintah negara ini anti kritik mengekang kebebasan berpendapat dan memiliki komunikasi publik yang buruk,Negatif,0,-1,116,15
tidak perlu bicara antek asing yg di omon omon antek dalam negeri sendiri aja yg perlu di basmi jika ada niat bos membasmi hama jika bisa mengendalikan dari dalam degan sendiri yg di luar tidak akan bisa masuk,Negatif,0,-5,213,39
ant tek tek,Negatif,0,-1,17,5
siapa itu antek asing,Negatif,0,-2,25,4
presidennya baper,Netral,1,0,24,3
omon omon halu,Negatif,0,-2,16,3
prabowo kan belajar dari guru politiknya yg sll bilang ada orang besar di balik isu ijasah palsu tp orang besarnya gk pernah di sebut,Negatif,0,-1,137,24
lbh hebat korut klu gitu berani menunjukkan mrk otoriter,Negatif,0,-1,60,8
tempo antek soros menurut bennix,Negatif,0,-2,34,6
prabowo tiada guna untuk indonesia setali tiga uang dengan pendahulunya,Netral,1,0,72,10
malah dukung trump netanyahu anehhh,Negatif,0,-1,35,5
semoga di culik,Positif,2,1,15,3
semoga rezim bedebah cepat bubar,Positif,2,1,51,7
org tua gitu jadi presiden,Netral,1,0,26,5
jangan begitu hidupmu ga damai kalau memendam kebencian dan dendam serius,Negatif,0,-1,76,11
itu fakta bosku jgn bego bgt hidup di indo di tipu pejabat,Netral,1,0,73,13
wah kamu kasar pakai ngatain bego hadeuhhhh siapa yg ngajari mas perdana,Netral,1,0,93,12
hahaha bego yaa lo bego yg ngajarin mulyono,Negatif,0,-1,56,9
wow wow amit isghtifar mas perdana,Netral,1,0,55,7
osang asing wowo sendiri gabung dewan keamanan bikinan si donald bebek,Negatif,0,-3,70,11
antek asing itu yg waktu dipecat taun kabur k ln,Negatif,0,-3,57,11
dualisme ala prabowo,Netral,1,0,20,3
personil komplit nih kurang uncle pram,Netral,1,0,41,7
dikatain antek asing sama orang yang mempekerjakan koruptor dari negara asing,Negatif,0,-4,78,11
asing untuk pak wowo mungkin,Negatif,0,-2,28,5
tanpa kebangkitan rakyat indonesia tidak akan pernah ada keadilan kemanusiaan kesejahteraan dan kedaulatan rakyat indonesia,Netral,1,0,124,15
biaselah teori konspirasi selalu diangkat dan disebar utk mengalihkan perhatian orang dari ketidak beresan sosial ekonomi di dalam negeri,Netral,1,0,143,18
anti antek asing tapi perasaan xi jinping dijaga zionis diajak kerjasama,Negatif,0,-4,74,11
when our leaders just copy and paste the policies of other leaders,Netral,1,0,67,12
not just any leader but fascist leaders,Netral,1,0,41,7
padahal uu hukuman pancung gantung bagi pada koruptor lebih medesak jika di pemerintahan koruptor telah membudaya dan hampir semuanya maka idealnya pancung gantung saja semuanya agar bersih tak ada jalan lain kecuali revolusi atau hukuman mati pancung gantung pada para koruptor,Negatif,0,-3,282,37
pokok semua adalah antek asing cuma itu doang,Negatif,0,-1,50,8
kemiskinan dan kebodohan adalah dua hal yg diciptakan dan dipelihara oleh rezim joko widodo selama berkuasa dan kedua hal tab dimanfaatkan dimanipulasi melalui para buzer bayaran istana ingat peran jend muldoko di ksp lihat saja mulut comber si ngabailin dipake sbg corong istana di setiap podcast dan media pemberitaan,Netral,1,0,327,48
rakyat kritis antek aseng pikir orang tua yg ga ingat umur,Negatif,0,-1,63,12
orang indo emang cepet lupa alias pikun tempo kan dulu salah satu buzzer media pinokio dan pdip partai utamanya kenapa tiba mereka jadi pembela rakyat,Negatif,0,-3,155,26
antek asing memecah belah rakyat indonesia dengan propaganda berdalih kritis,Negatif,0,-2,76,10
antek antek asing bocor bocor bocor hanya fatamorgana,Negatif,0,-6,55,8
aseng itu bukan negara lien aseng itu tdk akuntable semisal agen selatan selatan lah apa masalahnya dgn utara yaitu tdk akuntable,Negatif,0,-2,134,22
undang nya ketok palu pas banget tukang bungkusnya parjo salah ga salah tangkap ga ada yang tau yang bisa ngadilin cuma mahkamah keluarga,Negatif,0,-1,142,21
body blue raised arms menghalalkan segala cara atas nama kepentingan bangsa dan negara padahal demi diri sendiri dan dinasti keluarga serta golongannya sendiri rakyat jelata dianggap imigran gelap,Netral,1,0,206,26
janganlah percaya narasi antek asing jika keluar dari mulut seseorang yg kabur ke negara asing waktu negaranya huru hara,Negatif,0,-3,124,20
jadi ingat belum lama ini kata kabur aja dulu,Negatif,0,-3,53,12
o o he he he cari dukungan asing juga ya atau lebih tepatnya cari perlindungan ke asing betul tak tahu malu,Negatif,0,-2,137,17
o o gue sih mndukung kabur aja dulu dripda si sawit yg teriak antek aseng ehh gabung sma aseng mana katany hrs bayar iuran smpe t,Negatif,0,-5,155,27
o o sepuhnya kabur aja dulu hahaha,Negatif,0,-1,51,6
kyk dulu jaman orba kalo tdk dukung maka dilabeli anti pancasila,Negatif,0,-1,65,10
dia biru sukarno yg dulunya suka juga menggunakan label antek nekolim,Netral,1,0,90,13
wahai antek asing hihihi tunjuk hidung dong mr presiden prabowo biar rakyat tau siapa sebenar nya yg antek asing jangan satu jari nunjuk orang tp jari lain nya nunjuk diri sendiri oh mygood,Negatif,0,-4,204,33
dr menang pemilu dgn merusak konstitusi republik ini orba jilid dua akhirnya kembali lagi sangat sia sia reformasi,Negatif,0,-2,135,17
sepertinya ada yg terobsesi dg bungkarno lihat saja gaya narasinya,Netral,1,0,69,11
j m sukarno bukan antek raja tapi seorang yang terobsesi ini antek raja jawa,Negatif,0,-2,92,14
kalau sukarno dulu label yg digunakan adalah antek nekolim,Negatif,0,-1,71,11
tapi emang selaras si sama tindakan era soekarno gaada gaada penanaman modal asing baru pas orba uu penanaman modal asing disahkan,Negatif,0,-3,152,22
j m benerrr malah pernah ada propaganda the little soekarno ke sosok tersebut,Negatif,0,-1,102,14
keluarga jokowi yg paling marah ketika israel ngga jadi menyanyikan lagu kebangsaannya di nusantara,Negatif,0,-2,100,14
anda benar bahkan dia keliling dunia mencari dukungan asing untuk pamer punya hubungan yg kuat dng asing aneh kan jadi siapa antek asingnya ngaca deh,Negatif,0,-2,166,24
coba donkk kalo bukan antek asing mau donk bahas prabowo yg baru aja merapat ke donald trump di board of peace disaat dunia memusuhi amerika kalo berani bahas berarti tempo mantap kalo nda waduh sy jd ragu deh,Negatif,0,-5,223,39
bayar t broo pdhl ngr defisit,Netral,1,0,53,11
kann bahas lah blunder pejabat ke asing ky begitu jd dengan sendirinya tempo dinilai netral ga usah takut kalo emank bukan majikan nya toh sekalian mencerdaskan bangsa upgrade ke issue geopolitik levelnya lokalan melulu bukan ga boleh yah tp berimbang aja,Negatif,0,-1,289,42
iya sih betuuulll mantap,Positif,2,2,36,6
propaganda asing yang sangat merusak mentalitas moralitas serta produktifitas bangsa adalah judol pinjol pemerintah fokus saja ke situ untuk secara totalitas melalui regulasi dan penegakan hukum digital seperti melalui komdigi dan polri,Negatif,0,-3,244,34
bukan dia lagi disuruh pidato ama asing eropa sana sekarang,Negatif,0,-1,61,11
prabowo ya maksudmu,Netral,1,0,19,3
